"fips"	"pop"	"unemp"
28059	58490	8
28061	7180	10.2
28063	2619	15.5
28065	5068	10.6
28067	29197	7.1
28069	4162	10.3
28071	22477	6.9
28073	22303	6.6
28075	33643	8.7
28077	5330	10.2
28079	8026	8.7
28081	38415	9.8
28083	13524	11.6
28085	13913	8.8
28087	25354	10.2
28089	43430	6.3
28091	10579	10.1
28093	14846	11.2
28095	15759	13.7
28097	4632	12.7
28099	12618	8.4
28101	9189	7.9
28103	3836	17.6
28105	20655	8
28107	14835	11.9
28109	20985	8.3
28111	4864	10.4
28113	15747	9.8
28115	13253	8.7
28117	11293	11.5
28119	3600	11.1
28121	69894	5.6
28123	13735	5.9
28125	2408	9
28127	11203	8.2
28129	6323	8.2
28131	7328	7.2
28133	9950	11.8
28135	5946	9.9
28137	11469	10.3
28139	9009	12.5
28141	8091	10.1
28143	4298	13
28145	12446	8.8
28147	6203	10.3
28149	22435	9.1
28151	23228	11.3
28153	8366	9.4
28155	3666	13.5
28157	3776	10.1
28159	8506	15.1
28161	5510	12.9
28163	9703	10.5
29001	13034	6.5
29003	10210	7.6
29005	3044	7.9
29007	12079	9.2
29009	17426	8.1
29011	4884	11.7
29013	7910	10.8
29015	7988	9.3
29017	5958	8.8
29019	85931	6.2
29021	48613	8.7
29023	20654	8
29025	4289	8.6
29027	22356	8
29029	22793	7.9
29031	40115	6.9
29033	4809	9.8
29035	3058	8.7
29037	50099	9.7
29039	6151	8.6
29041	3810	10.5
29043	39469	8
29045	3535	11.3
29047	115484	8.6
29049	10243	8.7
29051	39123	6.7
29053	9150	8.4
29055	11885	10.7
29057	3453	10.1
29059	7444	9.4
29061	3813	8.7
29063	5293	9.3
29065	6282	9.4
29067	5813	9.8
29069	13772	11.1
29071	52448	11.5
29073	7706	10.8
29075	3349	6.8
29077	140881	8.3
29079	5345	6.9
29081	4442	7.8
29083	10537	9.6
29085	3302	12.3
29087	2680	7.1
29089	5121	8.3
29091	19049	9.2
29093	5470	8.7
29095	337484	10.9
29097	56708	8.4
29099	115110	10.6
29101	26284	8
29103	2223	5.9
29105	16954	11
29107	16266	9
29109	19171	7.8
29111	5427	8.3
29113	26244	11.3
29115	6274	10.3
29117	6960	7.8
29119	11283	7
29121	7656	7.9
29123	6126	9.8
29125	4662	8.7
29127	14496	8.9
29129	1744	7.9
29131	13014	10.6
29133	5713	9.7
29135	7331	7.8
29137	4234	11
29139	5863	10.3
29141	9125	11.3
29143	8667	8.9
29145	27712	7.9
29147	12607	5.9
29149	4425	9
29151	7375	9.9
29153	4398	7.6
29155	8057	12.1
29157	10373	7.2
29159	21028	8.1
29161	21501	7.1
29163	9089	8.3
29165	48192	8
29167	14257	8.9
29169	20242	6.8
29171	2338	7.4
29173	5592	8
29175	12966	9.4
29177	11242	8.3
29179	2558	12.7
29181	6274	9.5
29183	189246	8.7
29185	4165	10.3
29186	10104	9.3
29187	29937	10.9
29189	517445	9.6
29195	11454	7.9
29197	2100	7.8
29199	2535	12.2
29201	19235	9.2
29203	3557	9.6
29205	3183	8.1
29207	14342	9
29209	16678	9
29211	3367	6.4
29213	27656	8.6
29215	10822	8.8
29217	9111	7.9
29219	16093	11.2
29221	9947	13.7
29223	5466	9.5
29225	16918	9
29227	1097	8.4
29229	7974	9.6
29510	154075	11.1
30001	4929	4.4
30003	4889	10.2
30005	2819	5
30007	2458	6.2
30009	5198	4.8
30011	666	3.9
30013	38028	5.2
30015	2354	4.2
30017	5628	4.6
30019	763	4.2
30021	4291	4.8
30023	3777	6.5
30025	1771	3.7
30027	5623	4.7
30029	48179	8.8
30031	52152	5.5
30033	565	3.4
30035	5992	7.2
30037	529	4.7
30039	1274	8.2
30041	7971	5.1
30043	6147	5.8
30045	1004	4.6
30047	11372	8.3
30049	34440	4.3
30051	666	4.7
30053	7980	11.1
30055	898	3.2
30057	4504	4.8
30059	808	7.8
30061	1871	8.6
30063	56093	5.6
30065	2032	7.5
30067	9237	6.1
30069	224	4.5
30071	2116	4.8
30073	2393	6
30075	858	4
30077	2697	7.3
30079	515	3.1
30081	18556	7.5
30083	5426	4.6
30085	3757	7.5
30087	3898	7.3
30089	4845	11.2
30091	1734	4.3
30093	17544	5.5
30095	4327	5.2
30097	2814	3.1
30099	2996	4
30101	2521	4.1
30103	372	5.1
30105	3426	4.6
30107	969	4.3
30109	537	4.1
30111	79216	4.7
31001	17584	5.6
31003	3616	3.6
31005	248	4.4
31007	400	3.5
31009	232	5.2
31011	3124	3.9
31013	5763	7.1
31015	1094	3.6
31017	1820	3.1
31019	27375	3.5
31021	3880	5.7
31023	4678	3.9
31025	13895	4.6
31027	4653	3.2
31029	1998	3
31031	3311	2.5
31033	5156	4.1
31035	3101	4.3
31037	5391	4
31039	4819	3.5
31041	6005	3.1
31043	11051	5.5
31045	4620	4.4
31047	11950	4.8
31049	1030	3.8
31051	3315	3.7
31053	19494	4.9
31055	271367	5
31057	1040	4
31059	3144	4.4
31061	1771	3.7
31063	1641	3
31065	2440	4.1
31067	12091	5.9
31069	952	4.4
31071	1026	2.5
31073	998	3.8
31075	381	3.1
31077	1270	3.3
31079	30795	4.4
31081	5676	3.4
31083	1781	3.6
31085	502	4.2
31087	1478	6.6
31089	5933	3.2
31091	377	4
31093	3667	3.8
31095	4234	4.6
31097	2880	3.9
31099	3730	3.8
31101	4511	3.9
31103	390	4.4
31105	1864	4.3
31107	4566	3.6
31109	158339	4.2
31111	21687	4
31113	470	4.3
31115	348	3.2
31117	301	4
31119	18207	4.2
31121	4129	4
31123	2773	4.1
31125	1996	3.6
31127	3149	5.4
31129	2262	4.7
31131	8737	5
31133	1576	4.1
31135	1655	3.1
31137	5033	3.8
31139	3809	3.6
31141	17292	4.4
31143	2920	4.2
31145	5932	4.2
31147	4090	5.7
31149	829	3.1
31151	8091	4
31153	77295	4.7
31155	10989	4.5
31157	19408	4.8
31159	8905	3.7
31161	3104	3.5
31163	1893	3
31165	689	3.8
31167	3424	3.6
31169	2710	4.3
31171	373	3.8
31173	3143	13.8
31175	2510	2.9
31177	11287	4.1
31179	4759	3.8
31181	1783	4.2
31183	434	3.2
31185	6982	5.7
32001	14018	9.9
32003	1011257	13.9
32005	24215	12.6
32007	29065	6.8
32009	445	8.3
32011	905	9.3
32013	8306	8.6
32015	3784	7.2
32017	1961	9.4
32019	25651	16.3
32021	2382	10.5
32023	18880	16.1
32027	2688	10.6
32029	2470	14.8
32031	226155	13.1
32033	5089	8.4
32510	29987	12.8
33001	32774	7
33003	25720	5.4
33005	40950	6.5
33007	16126	7.8
33009	47984	5.6
33011	227184	7.5
33013	80663	6.3
33015	171495	7.5
33017	68884	6.6
33019	22344	6.5
34001	138020	12.2
34003	475125	8.4
34005	236906	9.1
34007	264427	10.9
34009	61178	8.5
34011	71393	12.6
34013	370905	11.1
34015	154203	10
34017	298009	11.6
34019	72434	6.9
34021	198960	8.1
34023	426063	9.2
34025	334318	8.7
34027	274592	7.6
34029	259423	9.6
34031	242174	11.7
34033	30972	10.1
34035	180514	7.9
34037	85025	8.5
34039	272351	9.8
34041	58792	8.8
35001	313431	7.5
35003	1718	8.1
35005	28556	6.8
35006	12618	6.3
35007	6602	8
35009	21481	4.4
35011	887	4.3
35013	89298	6.9
35015	29449	6
35017	12624	12.3
35019	1738	7.5
35021	443	4.5
35023	3059	7.6
35025	31054	8.3
35027	11399	5.1
35028	9569	2.9
35029	14182	13.4
35031	26763	8.6
35033	2175	13.1
35035	25973	6.8
35037	4198	5.9
35039	20905	7.2
35041	9721	4.4
35043	54655	9
35045	58226	8.3
35047	13583	7.8
35049	77421	6.5
35051	6359	4.8
35053	9735	5
35055	17787	8.7
35057	7132	8.8
35059	2261	5.5
35061	31153	8.5
36001	157295	7.1
36003	23983	7.9
36005	539740	13.3
36007	97601	8.5
36009	41318	8.5
36011	41720	8
36013	67678	7.8
36015	41190	8.9
36017	24359	8.7
36019	40523	9
36021	31232	7.7
36023	23878	8.5
36025	22006	8.4
36027	146435	8.2
36029	469837	8.3
36031	18239	7.8
36033	22757	7.8
36035	28235	9.1
36037	33625	7.2
36039	23556	8.4
36041	2858	5.6
36043	30686	7.6
36045	48872	7.8
36047	1131829	11
36049	11967	7.6
36051	32268	7.5
36053	36097	7.4
36055	378331	8.3
36057	24818	8.8
36059	691471	7.2
36061	947541	9.2
36063	112269	8.8
36065	109238	7.3
36067	236184	7.9
36069	56207	6.7
36071	179520	8.2
36073	19445	8.2
36075	60330	9.3
36077	31207	6.8
36079	55920	7
36081	1135634	9.1
36083	82616	7.7
36085	246216	8.9
36087	154567	7.4
36089	50000	8.9
36091	117759	6.4
36093	75209	7.8
36095	15367	7.6
36097	10389	7.4
36099	16972	7.3
36101	45838	9.5
36103	785447	7.5
36105	35340	8.6
36107	26135	7.9
36109	56594	5.6
36111	90661	8.1
36113	35283	7.2
36115	31644	7.4
36117	47825	7.8
36119	492511	7.4
36121	21320	7.8
36123	13048	6
37001	70747	11.8
37003	17831	13.6
37005	4595	10.9
37007	10505	14.8
37009	12836	10
37011	9183	7.9
37013	21142	11.2
37015	8942	10.5
37017	15260	12
37019	48662	10.5
37021	119030	8.2
37023	39152	14.1
37025	83520	11.4
37027	37577	15.2
37029	4543	7.1
37031	33512	7.6
37033	10902	12.4
37035	74554	13.6
37037	33243	8
37039	10231	14.2
37041	6463	11.9
37043	4690	10.8
37045	49655	14.3
37047	24359	12.5
37049	43040	10
37051	131923	9.1
37053	12465	5
37055	21930	6.8
37057	77969	12.5
37059	21173	12.1
37061	24531	8.7
37063	139654	8
37065	24882	16.3
37067	174187	9.5
37069	27656	9.7
37071	99545	13.3
37073	4806	7.1
37075	4213	13.4
37077	25848	10.2
37079	9262	10.2
37081	243789	11
37083	23951	13.1
37085	48067	10.9
37087	27098	8.5
37089	48154	8.6
37091	9887	9.4
37093	19367	8.3
37095	2706	5.9
37097	80839	12.1
37099	21462	7.8
37101	77236	9.5
37103	4841	10.9
37105	26404	13.5
37107	27453	11.4
37109	39725	13.2
37111	20944	14.1
37113	16824	9.2
37115	9808	9.3
37117	12168	10.6
37119	458873	11
37121	7130	11
37123	11121	13.3
37125	36951	9.5
37127	46270	11.9
37129	105317	9.1
37131	8731	10.7
37133	60843	8.3
37135	68621	6.3
37137	5584	10.1
37139	18191	9.1
37141	24154	10.8
37143	5367	10.3
37145	19294	10.8
37147	79840	10
37149	9609	8.2
37151	73170	11
37153	20346	13.2
37155	56822	11.5
37157	43581	11.7
37159	71709	12.8
37161	31022	14.3
37163	32452	8.3
37165	14087	16.5
37167	30685	11.9
37169	24069	10.1
37171	34310	11.8
37173	7054	9.1
37175	13621	8.5
37177	2343	8.8
37179	91724	10
37181	19867	13
37183	451224	8.3
37185	7931	12.7
37187	6347	11.7
37189	23813	6.9
37191	52193	8.8
37193	30205	12.9
37195	40691	11.9
37197	19134	9.3
37199	7856	10.9
38001	1229	2.7
38003	6806	3.4
38005	2516	5.3
38007	522	1.3
38009	3638	2.9
38011	1672	2.7
38013	1088	2.2
38015	45734	2.8
38017	86393	3.7
38019	1988	2.5
38021	2709	4.1
38023	830	3.4
38025	1768	3.6
38027	1084	3.8
38029	1592	5.1
38031	1835	2.8
38033	787	2.5
38035	37413	3.5
38037	1112	3.2
38039	1199	3.6
38041	1086	2.7
38043	1229	3.4
38045	2073	4.3
38047	848	2.7
38049	2799	2.9
38051	1311	3.1
38053	3330	2.2
38055	4558	3.4
38057	4649	3.3
38059	14455	3
38061	2979	4.4
38063	1885	2.9
38065	1058	3.1
38067	3790	5.1
38069	1868	4
38071	5541	3.2
38073	3065	6
38075	1358	3.3
38077	8178	4.3
38079	4591	9.7
38081	2244	6.5
38083	648	3.7
38085	1308	4.3
38087	734	1.2
38089	14572	2.8
38091	1305	2.1
38093	11101	3.2
38095	1024	2.6
38097	3953	3.5
38099	5407	4.5
38101	30717	2.8
38103	1965	3.8
38105	16424	2
39001	12897	13.8
39003	50398	10.2
39005	27255	11.4
39007	48948	12.6
39009	27258	8.6
39011	26448	10.1
39013	33319	9.2
39015	21629	11.9
39017	186030	9.1
39019	14076	13.2
39021	20892	11.4
39023	70195	9.9
39025	103843	9.4
39027	22899	13.9
39029	53829	12.5
39031	17499	12.3
39033	22374	13.2
39035	630112	8.5
39037	28297	9.9
39039	21201	11.7
39041	89128	6.7
39043	44843	9.5
39045	74855	8.2
39047	16816	11.7
39049	618522	8.2
39051	22631	12.1
39053	14256	9.5
39055	49336	6.5
39057	77047	9.4
39059	19510	10.8
39061	426368	8.9
39063	41362	9.1
39065	15328	11.2
39067	7387	10.6
39069	15811	10.9
39071	21393	15.3
39073	14131	10.4
39075	19159	6.3
39077	29688	12.8
39079	15104	10.5
39081	32826	12.7
39083	30939	8.7
39085	129307	7.9
39087	29259	8.4
39089	83266	8.9
39091	26256	11.2
39093	154730	9.1
39095	215005	11.3
39097	19942	8.5
39099	112705	11.8
39101	32776	10.2
39103	92391	7.5
39105	9041	15.2
39107	25337	7.8
39109	54314	11
39111	5635	11.5
39113	264405	11
39115	5592	14.6
39117	18050	10
39119	39268	11.9
39121	5947	14
39123	20618	10.7
39125	11169	11.5
39127	16583	12.8
39129	24618	10.3
39131	11011	14.7
39133	90144	9.2
39135	21256	11.1
39137	18646	9
39139	60979	11.8
39141	34511	11.5
39143	34200	10.8
39145	33101	12.1
39147	31333	12
39149	28912	11.9
39151	190097	11
39153	291754	9.6
39155	104364	13.5
39157	48933	10.2
39159	25368	8
39161	16090	13.2
39163	5561	11.3
39165	105398	8.5
39167	33615	9.4
39169	59974	8.9
39171	20707	14.1
39173	66565	10
39175	12271	11.2
40001	11179	7.6
40003	2433	5.5
40005	6190	8.4
40007	3337	3.3
40009	13662	5.9
40011	4849	5.7
40013	20021	5.2
40015	12780	6.1
40017	52284	5.5
40019	27186	5.7
40021	22744	5.6
40023	7043	7.6
40025	1188	3.5
40027	120472	5.2
40029	2607	8.8
40031	46296	5.1
40033	3437	4
40035	7470	5.5
40037	32483	8.1
40039	14787	4.9
40041	19771	6
40043	2634	4.6
40045	2576	4.5
40047	31361	4.5
40049	15369	5.9
40051	23663	7.4
40053	2615	4.2
40055	2028	7.9
40057	1262	6.9
40059	2068	4.3
40061	6157	8.4
40063	5518	10.7
40065	11992	4.8
40067	2466	8.6
40069	5036	7
40071	24639	8.1
40073	8345	4.3
40075	3917	6.2
40077	4998	10.4
40079	21968	8.7
40081	14369	6.7
40083	17422	5.6
40085	5416	5.4
40087	15116	5.6
40089	14137	11.6
40091	8673	8.2
40093	4320	4.5
40095	6314	7.5
40097	18885	8.1
40099	8725	4.7
40101	29994	8.1
40103	5686	7.7
40105	5207	9.3
40107	4661	8.9
40109	331325	6.1
40111	16712	8.5
40113	21018	7.4
40115	18585	6.2
40117	7732	8.2
40119	32544	6.3
40121	24342	6.5
40123	20592	5.1
40125	33432	6.5
40127	5153	8.9
40129	1960	4.5
40131	41645	7.2
40133	11406	9.2
40135	18538	8.7
40137	23041	8.4
40139	9613	3.8
40141	3378	5.6
40143	303031	6.8
40145	33788	6.6
40147	27625	5.9
40149	6258	6.3
40151	4201	4.2
40153	12620	6.5
41001	7534	8.5
41003	41167	7.5
41005	200402	10.4
41007	20396	8.2
41009	24529	12.6
41011	28600	11.7
41013	9648	16.1
41015	9937	11.2
41017	83875	13.5
41019	47086	14
41021	1221	5.6
41023	3504	9.9
41025	3499	15
41027	14701	6.6
41029	103829	11.5
41031	9432	12.9
41033	35296	13.3
41035	31488	12
41037	3747	10.1
41039	183215	11.5
41041	22774	9.4
41043	54840	13.6
41045	13547	9.3
41047	156227	10.3
41049	5668	7.4
41051	387665	10.9
41053	39358	9.3
41055	1005	7.6
41057	12767	8.2
41059	39032	7.8
41061	12192	10.2
41063	3797	8.7
41065	13005	8
41067	288062	9.6
41069	652	6.7
41071	47614	11
42001	54935	7.4
42003	632703	7.2
42005	32765	8
42007	89630	8.4
42009	24681	10.9
42011	203214	9.1
42013	63685	7.4
42015	30361	7.6
42017	345304	7.3
42019	96869	7.1
42021	67637	8.8
42023	2555	16.7
42025	31132	10
42027	75275	5.6
42029	264757	6.3
42031	21380	8.3
42033	41115	9.8
42035	19596	8.2
42037	36708	8.2
42039	44421	10.1
42041	121807	6.8
42043	135157	8.1
42045	282729	7.9
42047	17606	12.9
42049	139620	9.2
42051	65864	9.1
42053	2527	10.2
42055	81425	8.6
42057	7808	14.3
42059	18617	7.8
42061	22275	10.2
42063	48218	7.8
42065	23540	9.5
42067	12001	7.6
42069	105908	8.3
42071	267150	7.5
42073	44401	8.9
42075	71811	7
42077	176592	9.3
42079	158791	9.2
42081	59442	9.3
42083	22135	10
42085	53887	11.3
42087	22344	10.4
42089	85049	9
42091	427980	7
42093	9492	5.9
42095	151666	8.8
42097	48603	9.4
42099	24421	8.1
42101	627411	11
42103	27525	8.6
42105	7735	10.3
42107	75249	10.1
42109	19922	8.6
42111	38913	8.5
42113	2998	7.9
42115	21476	7.8
42117	20496	7.8
42119	17460	8.8
42121	26770	8.7
42123	22046	7.3
42125	104226	7.9
42127	25225	6.6
42129	185942	7.8
42131	13982	6.9
42133	226145	8.4
44001	27246	11.1
44003	96758	11.9
44005	44168	10
44007	328515	13.5
44009	72437	9.2
45001	11332	14.8
45003	74526	9.4
45005	3257	22.5
45007	85764	12.5
45009	6157	18.1
45011	9040	19
45013	61745	8.7
45015	80018	10.7
45017	7370	14.4
45019	176433	9
45021	25361	16.2
45023	15584	21.1
45025	18716	16.8
45027	12311	16.1
45029	16468	14.2
45031	32246	13
45033	12852	17.2
45035	64067	10.3
45037	11014	10.7
45039	11399	12.9
45041	64926	11.7
45043	29864	12.5
45045	228867	10.2
45047	29613	13.7
45049	7573	16.1
45051	131278	10.9
45053	9927	10.7
45055	30546	10.4
45057	29115	17.9
45059	34231	11.7
45061	8191	15.7
45063	134250	8.3
45065	3317	15.7
45067	13046	21
45069	11639	20.2
45071	17968	11.7
45073	30423	14.2
45075	40819	18.7
45077	60222	10.6
45079	183427	9.5
45081	9292	9.4
45083	139285	12.2
45085	43176	13.9
45087	12203	20.6
45089	15206	15.4
45091	108348	14.1
46003	1472	4
46005	10061	3
46007	1424	6
46009	3083	4.9
46011	19132	3.2
46013	21138	3.1
46015	2735	2.7
46017	494	17.2
46019	5612	3.9
46021	823	4.5
46023	4003	4.8
46025	1782	4.7
46027	7494	3.7
46029	16401	5.8
46031	1342	5.6
46033	5285	3
46035	11402	4.3
46037	2899	5.3
46039	2799	4.8
46041	2493	10.4
46043	1681	3.1
46045	2039	2.7
46047	3726	4.9
46049	1090	3.1
46051	4203	3.5
46053	2350	3.1
46055	1121	3.6
46057	2908	5.1
46059	1873	2.8
46061	1959	3
46063	792	2.3
46065	10333	2.7
46067	3646	3.9
46069	745	3.6
46071	1297	6.2
46073	1422	2.6
46075	700	2.4
46077	2900	5.1
46079	6806	5.8
46081	13391	3.8
46083	21494	3.9
46085	2010	5.7
46087	2830	4.5
46089	1111	5
46091	2096	4.7
46093	12643	4
46095	910	6.8
46097	1252	5.7
46099	101351	4.7
46101	3996	6.1
46103	55422	4.4
46105	1577	3.9
46107	1240	3.2
46109	4877	4.8
46111	1358	3.8
46113	3827	12.6
46115	3284	3.4
46117	1934	2.1
46119	1012	2.4
46121	3383	8.4
46123	2865	2.9
46125	4354	4.4
46127	8297	5.3
46129	2593	4
46135	12177	5.3
46137	867	7.8
47001	35333	9.7
47003	22459	12.1
47005	7113	12.8
47007	4865	13.7
47009	61833	9.3
47011	46368	9.3
47013	16881	13.1
47015	6374	10.8
47017	14089	16.4
47019	29629	9.8
47021	20224	9.4
47023	7803	11.5
47025	12785	11.1
47027	3267	12.6
47029	16836	12.2
47031	25225	10.2
47033	6318	13.4
47035	21598	10.8
47037	319417	9.2
47039	5796	14.2
47041	9744	10.2
47043	23039	9.8
47045	17513	14
47047	17720	10.8
47049	7572	13
47051	19637	10.4
47053	21458	15.7
47055	13355	14
47057	10268	13.5
47059	30578	14.3
47061	6018	13
47063	30350	12.5
47065	164695	8.7
47067	2463	18.3
47069	11460	12.7
47071	12105	11.1
47073	26515	10.3
47075	8955	18
47077	12792	18.1
47079	13404	13.1
47081	10123	12.4
47083	3891	11.6
47085	9134	11.9
47087	4798	12.7
47089	24172	11.8
47091	7427	12.2
47093	224163	8.1
47095	2674	10.7
47097	10154	18.9
47099	16754	14.6
47101	5311	14.9
47103	16898	6.9
47105	22981	9.5
47107	23662	13
47109	11297	12.7
47111	10376	11.2
47113	48223	11
47115	13067	12.1
47117	12479	16.3
47119	36505	11.9
47121	5209	13.6
47123	18882	16.1
47125	65999	9
47127	3095	9.7
47129	8507	11.6
47131	14746	10.4
47133	9679	12
47135	2936	17.6
47137	1748	13.4
47139	6981	11.4
47141	33977	9.7
47143	13124	12.7
47145	27212	8.9
47147	32652	10.1
47149	128823	9.5
47151	8326	18.4
47153	6266	12.8
47155	48185	9.2
47157	441157	10.2
47159	9208	12.8
47161	5702	11.1
47163	73605	8.8
47165	78292	9.7
47167	28382	11.6
47169	3664	12
47171	8418	10.3
47173	8767	10.7
47175	2395	14.2
47177	17536	12.5
47179	61139	8.6
47181	6595	12.9
47183	15721	13
47185	10147	13.5
47187	85150	7.5
47189	56188	9
48001	21846	9.4
48003	7307	7.6
48005	41456	8.9
48007	11438	7.3
48009	5136	6.5
48011	1089	5.1
48013	19952	7.9
48015	13438	8.4
48017	3447	5.2
48019	10121	6.8
48021	35906	8
48023	2200	5.1
48025	11937	10.3
48027	126156	7.1
48029	775599	7.2
48031	4979	5.8
48033	388	6.2
48035	8885	8.6
48037	44843	7.8
48039	144497	8.9
48041	92598	6.2
48043	5292	5.1
48045	745	5.9
48047	3606	9.9
48049	19593	7.2
48051	8210	7.4
48053	22930	6.3
48055	16563	8.2
48057	9655	9.5
48059	7292	6.3
48061	150766	10.8
48063	6067	9.6
48065	3483	6.7
48067	13911	12.5
48069	3698	5.3
48071	14723	10.7
48073	21158	9.7
48075	3141	6.4
48077	6303	7.4
48079	1635	7.2
48081	1417	8.6
48083	4723	6.9
48085	412914	7.8
48087	1486	5.9
48089	11495	6.6
48091	55281	6.6
48093	7049	6.1
48095	1315	8.2
48097	24402	6.5
48099	24811	8.7
48101	875	5.6
48103	1877	9.5
48105	2524	9.7
48107	2746	7
48109	1726	4.5
48111	3739	4.4
48113	1188945	8.7
48115	5482	8.7
48117	9174	5.8
48119	2392	8.4
48121	351425	7.7
48123	9483	8.3
48125	1225	6
48127	4349	11
48129	1986	7
48131	5815	12.5
48133	8792	8.4
48135	75848	9.2
48137	1112	6.7
48139	72380	8.6
48141	310013	9.8
48143	19173	7.1
48145	6950	9.5
48147	14240	9
48149	12818	5.7
48151	2096	6.4
48153	3476	6.9
48155	793	5.7
48157	264364	8.3
48159	5819	7.3
48161	11038	6.7
48163	7219	8.4
48165	7268	6.8
48167	143742	8.5
48169	2532	5.7
48171	13437	4.9
48173	632	5.2
48175	3553	7.9
48177	9771	6.1
48179	12469	8.9
48181	57481	8.7
48183	65782	8
48185	11688	10
48187	58512	6.7
48189	17627	6.4
48191	1492	8.9
48193	4609	6
48195	2834	5.5
48197	2554	7.2
48199	26353	10.1
48201	1982505	8.5
48203	35026	8.7
48205	2628	4.3
48207	3315	5.2
48209	78114	6.8
48211	3347	3
48213	36673	8.5
48215	299063	11.6
48217	16946	8.5
48219	12612	7
48221	27851	7.6
48223	18268	6.5
48225	8392	10.3
48227	15054	7.5
48229	1622	6.5
48231	39218	8.5
48233	12145	8
48235	934	5.4
48237	5972	6.4
48239	7252	7.6
48241	16253	11.9
48243	1267	5.6
48245	114740	10.8
48247	2917	10
48249	23474	10
48251	76453	9.1
48253	8085	8.2
48255	5447	10.5
48257	47257	8.8
48259	16158	6
48261	246	6.1
48263	433	6.2
48265	23910	6
48267	2220	5.4
48269	205	5.4
48271	1429	8.9
48273	16717	7.7
48275	1854	6.4
48277	25458	7.8
48279	7309	6.6
48281	10735	6.1
48283	3068	9.9
48285	10108	6.4
48287	9487	6.9
48289	8227	7.9
48291	32613	11.2
48293	11276	7.2
48295	2038	6.1
48297	5291	7.6
48299	8821	7.3
48301	52	11.5
48303	141287	5.7
48305	2893	6.8
48307	4294	9.1
48309	113879	7.1
48311	357	7.8
48313	5145	8.7
48315	5451	11.8
48317	2390	5
48319	2497	5.4
48321	17822	11.2
48323	22442	13.6
48325	20480	7.1
48327	1072	9
48329	78287	6.2
48331	12601	10.2
48333	2327	6
48335	3540	8.7
48337	11498	7.8
48339	211295	7.9
48341	11663	5.3
48343	6875	15.6
48345	825	5.3
48347	31980	7
48349	21890	8.4
48351	6301	12.4
48353	8099	6.4
48355	164281	7.7
48357	6177	6.3
48359	967	5.5
48361	41829	11.1
48363	14820	9.1
48365	14790	7.5
48367	55138	8.4
48369	4527	4.8
48371	7034	11.7
48373	17751	10.3
48375	58456	6.6
48377	3739	17.8
48379	5238	8.5
48381	68605	5.1
48383	2915	5.8
48385	1637	6.1
48387	6227	10.5
48389	4577	14
48391	4353	7
48393	615	6.2
48395	7346	8.7
48397	38476	7.8
48399	4756	10.1
48401	24903	9.1
48403	3697	15.9
48405	3624	10.8
48407	10488	10
48409	30796	9.8
48411	2494	7.8
48413	1507	11.1
48415	8275	7.2
48417	2247	4.3
48419	13000	8.1
48421	1474	4.9
48423	102032	8.3
48425	4525	7.3
48427	23970	17.8
48429	5130	6.9
48431	856	4.6
48433	859	4.8
48435	4200	7.8
48437	3648	6.7
48439	915574	8.2
48441	68703	6.1
48443	385	7.8
48445	5853	7.7
48447	984	5.6
48449	14907	7.7
48451	52800	7
48453	565665	7
48455	6176	8.8
48457	8759	10.5
48459	20174	8.1
48461	1940	5.6
48463	11553	8.9
48465	21410	9.6
48467	27499	7.4
48469	46056	7.9
48471	27354	7.8
48473	16795	9
48475	5784	8.5
48477	16892	6.9
48479	97359	9.1
48481	21502	7.9
48483	3941	5.6
48485	62637	8.1
48487	7943	5.5
48489	8283	13.9
48491	208070	7.8
48493	19134	6.9
48495	3791	9
48497	29279	9.6
48499	18962	8.4
48501	4503	7.1
48503	10552	6.4
48505	5629	12.6
48507	3815	16.3
49001	3717	4.2
49003	24989	5.6
49005	61935	4.2
49007	10683	6.5
49009	548	2.7
49011	143062	5.6
49013	11392	6.9
49015	5274	6.2
49017	3406	4.9
49019	5731	5.2
49021	22015	6.3
49023	4109	6.8
49025	3851	4.4
49027	6971	4
49029	3932	5.3
49031	1048	3.8
49033	1806	2.8
49035	549364	6
49037	5498	8.6
49039	12013	5.6
49041	10319	5.7
49043	21675	5.8
49045	26863	6.4
49047	20666	6.6
49049	221421	5.4
49051	10741	6
49053	60639	7.8
49055	1618	4.2
49057	112596	7
50001	21203	5.8
50003	21006	6.8
50005	17412	7
50007	89747	5.7
50009	3318	7.8
50011	26253	6.2
50013	4234	7
50015	15823	6.6
50017	16869	5.5
50019	15118	8.3
50021	32619	8.7
50023	34821	6.1
50025	24539	6.3
50027	33755	5.8
51001	19375	6.1
51003	51585	5
51005	7001	8.7
51007	6574	7
51009	16315	7
51011	7294	6.7
51013	133753	4.2
51015	38088	5.8
51017	2680	5.4
51019	36804	6.2
51021	3566	7.5
51023	17545	6.2
51025	7262	11.4
51027	9333	8.8
51029	7332	7.8
51031	28534	6.6
51033	13963	8.2
51035	14475	11.3
51036	3839	8.7
51037	5607	9.1
51041	165761	6.8
51043	8261	6.1
51045	2577	7.2
51047	21430	7.5
51049	4577	7
51051	6308	8.3
51053	12944	8.3
51057	5727	7.7
51059	593487	4.7
51061	37709	5
51063	7263	7.1
51065	13979	5.8
51067	26860	7.8
51069	40208	7.3
51071	8652	8.5
51073	20888	5.5
51075	11146	6.7
51077	7388	10.4
51079	10573	5.8
51081	4521	9.1
51083	16543	11.5
51085	54725	6.6
51087	163170	7.2
51089	25801	13.4
