"name"	"country.etc"	"pop"	"lat"	"long"	"capital"
"Breyten"	"South Africa"	12811	-26.3	29.98	0
"Breza"	"Bosnia and Herzegovina"	3794	44.04	18.24	0
"Brezi"	"Czech Republic"	1541	48.82	16.57	0
"Brezice"	"Slovenia"	6264	45.9	15.58	0
"Brezje"	"Croatia"	1032	46.42	16.39	0
"Breznica"	"Croatia"	896	46.07	16.27	0
"Breznice"	"Czech Republic"	3665	49.55	13.97	0
"Breznik"	"Bulgaria"	3921	42.75	22.92	0
"Brezno"	"Slovakia"	23102	48.81	19.64	0
"Brezoi"	"Romania"	6611	45.35	24.23	0
"Brezolupy"	"Czech Republic"	1566	49.13	17.58	0
"Brezova nad Svitavou"	"Czech Republic"	1617	49.65	16.52	0
"Brezova pod Bradlom"	"Slovakia"	5567	48.67	17.54	0
"Brezovac"	"Croatia"	1120	45.87	16.84	0
"Brezovica pri Ljubljani"	"Slovenia"	2354	46.03	14.4	0
"Brezovo"	"Bulgaria"	1940	42.36	25.08	0
"Bria"	"Central African Republic"	29345	6.54	21.99	0
"Briancon"	"France"	11627	44.91	6.62	0
"Bribir"	"Croatia"	1764	45.16	14.76	0
"Briceni"	"Moldova"	14040	48.37	27.67	0
"Briceno"	"Colombia"	2284	7.11	-75.55	0
"Brick"	"USA"	82400	40.06	-74.11	0
"Bridel"	"Luxembourg"	2415	49.65	6.08	0
"Bridgend"	"UK"	41851	51.51	-3.58	0
"Bridgenorth-Chemong Park Area"	"Canada"	2438	44.5	-78.33	0
"Bridgeport"	"USA"	138901	41.19	-73.2	0
"Bridgetown"	"Barbados"	98725	13.11	-59.61	1
"Bridgetown"	"Canada"	1053	44.85	-65.15	0
"Bridgewater"	"Canada"	8147	44.38	-64.52	0
"Bridgewater"	"USA"	50237	41.99	-70.97	0
"Bridgewater-Gagebrook"	"Australia"	7831	-42.74	147.22	0
"Bridgnorth"	"UK"	12212	52.53	-2.42	0
"Bridgwater"	"UK"	38355	51.13	-3.01	0
"Bridlicna"	"Czech Republic"	3629	49.92	17.37	0
"Bridlington"	"UK"	35402	54.1	-0.21	0
"Bridport"	"UK"	13328	50.73	-2.72	0
"Brie-Comte-Robert"	"France"	16270	48.7	2.6	0
"Brielle"	"Netherlands"	15848	51.91	4.16	0
"Brienz"	"Switzerland"	2890	46.77	8.03	0
"Brierfield"	"UK"	10319	53.82	-2.23	0
"Brifu"	"Gambia"	1313	13.5	-13.93	0
"Brig-Glis"	"Switzerland"	12034	46.33	7.98	0
"Brighouse"	"UK"	32973	53.7	-1.78	0
"Brighton"	"Canada"	5218	44.03	-77.73	0
"Brighton"	"UK"	140152	50.83	-0.15	0
"Brightwater"	"New Zealand"	1736	-41.38	173.12	0
"Brignais"	"France"	12629	45.68	4.75	0
"Brignoles"	"France"	15338	43.42	6.06	0
"Brijest"	"Croatia"	1255	45.52	18.67	0
"Brikama"	"Gambia"	80726	13.28	-16.66	0
"Brikama Nding"	"Gambia"	1109	13.53	-14.93	0
"Brilon"	"Germany"	26943	51.4	8.57	0
"Brindisi"	"Italy"	87188	40.64	17.93	0
"Brinje"	"Croatia"	1717	45	15.13	0
"Brisas del Calan"	"Honduras"	2286	14.92	-87.93	0
"Brisbane"	"Australia"	1891999	-27.46	153.02	0
"Brisee Verdiere"	"Mauritius"	7466	-20.18	57.67	0
"Brissago"	"Switzerland"	1841	46.12	8.72	0
"Bristol"	"UK"	432967	51.46	-2.6	0
"Bristol"	"USA"	61166	41.68	-72.94	0
"Brito"	"Portugal"	5172	41.45	-8.36	0
"Britof"	"Slovenia"	1663	46.27	14.4	0
"Brits"	"South Africa"	131803	-25.63	27.78	0
"Brittnau"	"Switzerland"	3786	47.25	7.95	0
"Brive-la-Gaillarde"	"France"	53818	45.16	1.51	0
"Briviesca"	"Spain"	7021	42.55	-3.32	0
"Brixham"	"UK"	17929	50.38	-3.5	0
"Brizyanah"	"Algeria"	20209	33.11	1.25	0
"Brnakot"	"Armenia"	1903	39.5	45.97	0
"Brnaze"	"Croatia"	3242	43.68	16.65	0
"Brnenec"	"Czech Republic"	1391	49.63	16.52	0
"Brniste"	"Czech Republic"	1377	50.73	14.7	0
"Brno"	"Czech Republic"	365771	49.2	16.61	0
"Broadstairs"	"UK"	23408	51.37	1.41	0
"Broager"	"Denmark"	3417	54.88	9.68	0
"Broc"	"Switzerland"	2157	46.62	7.1	0
"Broceni"	"Latvia"	3466	56.7	22.53	0
"Brocice"	"Croatia"	973	45.31	16.95	0
"Brockton"	"USA"	94945	42.08	-71.03	0
"Brockville"	"Canada"	24083	44.61	-75.7	0
"Brod"	"North Macedonia"	5613	41.52	21.23	0
"Brodarica"	"Croatia"	2369	43.68	15.92	0
"Brodek u Prerova"	"Czech Republic"	2012	49.48	17.33	0
"Brodnica"	"Poland"	27370	53.26	19.4	0
"Brody"	"Ukraine"	22172	50.08	25.15	0
"Broken Arrow"	"USA"	86817	36.04	-95.79	0
"Broken Hill"	"Australia"	17033	-31.95	141.44	0
"Brokopondo"	"Suriname"	2372	5.04	-55.02	0
"Bromley Cross-Bradshaw"	"UK"	23477	53.6	-2.4	0
"Bromont"	"Canada"	1046	45.28	-72.65	0
"Bromsgrove-Catshill"	"UK"	31194	52.34	-2.07	0
"Bron"	"France"	37774	45.74	4.91	0
"Bronderslev"	"Denmark"	11762	57.27	9.97	0
"Bronkhorstspruit"	"South Africa"	28221	-25.8	28.74	0
"Bronnitsy"	"Russia"	18793	55.43	38.27	0
"Bronnoysund"	"Norway"	4387	65.47	12.22	0
"Bronschhofen"	"Switzerland"	4517	47.48	9.03	0
"Bronte"	"Italy"	19491	37.83	14.86	0
"Bronzani Majdan"	"Bosnia and Herzegovina"	4091	44.79	16.93	0
"Brooke's Point"	"Philippines"	27890	8.77	117.84	0
"Brookfield"	"USA"	40323	43.06	-88.12	0
"Brooklin"	"Canada"	6192	43.95	-78.96	0
"Brookline"	"USA"	55862	42.32	-71.14	0
"Brooklyn Park"	"USA"	67660	45.11	-93.35	0
"Brooks"	"Canada"	13045	50.57	-111.91	0
"Brookside"	"Canada"	1227	44.72	-63.38	0
"Broome"	"Australia"	13415	-17.96	122.23	0
"Broomfield"	"USA"	45869	39.94	-105.06	0
"Brorup"	"Denmark"	4229	55.48	9.02	0
"Broshniv-Osada"	"Ukraine"	5497	48.99	24.19	0
"Brosteni"	"Romania"	6564	47.23	25.7	0
"Brouch"	"Luxembourg"	53	49.72	6.34	0
"Brouch"	"Luxembourg"	682	49.73	6.02	0
"Brough"	"UK"	8805	53.7	-0.58	0
"Broumov"	"Czech Republic"	8189	50.58	16.34	0
"Brovary"	"Ukraine"	88928	50.5	30.77	0
"Brovst"	"Denmark"	2703	57.1	9.53	0
"Brown's Town"	"Jamaica"	7893	18.4	-77.36	0
"Brownhills"	"UK"	20403	52.63	-1.93	0
"Brownsburg"	"Canada"	2606	45.68	-74.4	0
"Brownsville"	"USA"	174135	25.93	-97.48	0
"Brownsweg"	"Suriname"	2760	5.02	-55.17	0
"Broxburn"	"UK"	13426	55.93	-3.47	0
"Brsadin"	"Croatia"	1523	45.36	18.91	0
"Brtnice"	"Czech Republic"	3805	49.32	15.68	0
"Brtonigla"	"Croatia"	832	45.38	13.63	0
"Bruay-la-Brussiere"	"France"	24472	50.49	2.53	0
"Bruay-sur-l'Escaut"	"France"	12177	50.39	3.53	0
"Bruchkobel"	"Germany"	21060	50.19	8.91	0
"Bruchsal"	"Germany"	42887	49.14	8.59	0
"Bruck an der Grossglocknerstrasse"	"Austria"	4702	47.3	12.82	0
"Bruck an der Leitha"	"Austria"	7343	48.02	16.78	0
"Bruck an der Mur"	"Austria"	13195	47.42	15.27	0
"Bruckmuhl"	"Germany"	15875	47.89	11.92	0
"Brufut"	"Gambia"	21299	13.41	-16.78	0
"Brugelette"	"Belgium"	3383	50.6	3.85	0
"Bruges"	"France"	13004	44.89	-0.62	0
"Brugg"	"Switzerland"	3843	47.12	7.28	0
"Brugg"	"Switzerland"	9180	47.49	8.19	0
"Brugge"	"Belgium"	116618	51.22	3.23	0
"Bruggen"	"Germany"	16175	51.24	6.19	0
"Brugherio"	"Italy"	33473	45.55	9.3	0
"Bruhl"	"Germany"	44169	50.85	6.9	0
"Brumadinho"	"Brazil"	29445	-20.13	-44.22	0
"Brumado"	"Brazil"	42274	-14.21	-41.67	0
"Brumath"	"France"	9539	48.73	7.72	0
"Brumen"	"Gambia"	304	13.25	-15.83	0
"Brummen"	"Netherlands"	21218	52.09	6.15	0
"Brumov-Bylnice"	"Czech Republic"	6068	49.1	18.03	0
"Brumovice"	"Czech Republic"	1474	50.02	17.75	0
"Brumunddal"	"Norway"	8526	60.89	10.93	0
"Brun"	"Armenia"	1023	39.53	46.3	0
"Brunehaut"	"Belgium"	7605	50.5	4.42	0
"Brunete"	"Spain"	8280	40.42	-4	0
"Brunico"	"Italy"	14435	46.8	11.92	0
"Brunoy"	"France"	24120	48.71	2.49	0
"Brunssum"	"Netherlands"	28920	50.96	5.96	0
"Brunswick"	"Germany"	244307	52.27	10.51	0
"Bruntal"	"Czech Republic"	17734	49.99	17.46	0
"Bruqin"	"Palestine"	3650	32.07	35.1	0
"Brus"	"Serbia"	4657	43.38	21.03	0
"Brus Laguna"	"Honduras"	4195	15.75	-84.48	0
"Brusand"	"Norway"	381	58.53	5.77	0
"Brusarci"	"Bulgaria"	1513	43.66	23.08	0
"Brusciano"	"Italy"	15657	40.82	14.42	0
"Brusperk"	"Czech Republic"	3645	49.7	18.22	0
"Brusque"	"Brazil"	91503	-27.13	-48.93	0
"Brussels"	"Belgium"	1031925	50.83	4.33	1
"Brussels"	"Canada"	1223	43.75	-81.25	0
"Brusturi-Draganesti"	"Romania"	5530	47.28	26.38	0
"Brusyliv"	"Ukraine"	5194	50.28	29.53	0
"Brutten"	"Switzerland"	1914	47.47	8.67	0
"Bruz"	"France"	14713	48.03	-1.75	0
"Brvenica"	"North Macedonia"	16403	41.98	20.98	0
"Brwinow"	"Poland"	11704	52.18	20.8	0
"Bry-sur-Marne"	"France"	16433	48.84	2.5	0
"Bryan"	"USA"	70386	30.67	-96.37	0
"Bryanka"	"Ukraine"	51235	48.51	38.66	0
"Bryansk"	"Russia"	425841	53.26	34.42	0
"Bryggja"	"Norway"	346	61.93	5.38	0
"Brylivka"	"Ukraine"	4266	46.43	33.15	0
"Brymbo-Gwersyllt"	"UK"	18161	53.07	-3.07	0
"Bryne"	"Norway"	8222	58.73	5.65	0
"Brynmawr"	"UK"	14975	51.8	-3.19	0
"Bryukhovetskaya"	"Russia"	22415	45.8	39	0
"Bryukhovychi"	"Ukraine"	5539	49.9	23.97	0
"Brza Palanka"	"Serbia"	1048	44.47	22.45	0
"Brzeg"	"Poland"	38066	50.85	17.47	0
"Brzeg Dolny"	"Poland"	12635	51.27	16.74	0
"Brzesko"	"Poland"	16791	49.97	20.6	0
"Brzeszcze"	"Poland"	11744	49.99	19.15	0
"Brzeziny"	"Poland"	12256	51.81	19.75	0
"Brzi Brod"	"Serbia"	4738	43.31	21.97	0
"Bu 'Aradah"	"Tunisia"	12217	36.35	9.62	0
"Bu 'Inan"	"Algeria"	30961	36.54	2.98	0
"Bu 'Urqub"	"Tunisia"	10160	36.54	10.55	0
"Bu Arfa"	"Algeria"	45076	36.47	2.81	0
"Bu Fisah"	"Tunisia"	7764	36.3	10.45	0
"Bu Hajjar"	"Tunisia"	4329	35.69	10.86	0
"Bu Hanafis"	"Algeria"	25066	35.05	-0.72	0
"Bu Hanifiyah"	"Algeria"	28333	35.32	-0.05	0
"Bu Isma'il"	"Algeria"	22388	36.64	2.68	0
"Bu Jaydur"	"Western Sahara"	41178	26.13	-14.48	0
"Bu Nura"	"Algeria"	66288	32.49	3.72	0
"Bu Qadir"	"Algeria"	27624	36.07	1.12	0
"Bu Sa'adah"	"Algeria"	119203	35.21	4.18	0
"Bu Salim"	"Tunisia"	20431	36.61	8.97	0
"Bu Tilimit"	"Mauritania"	34078	17.55	-14.7	0
"Bu'eine-Nujeidat"	"Israel"	7923	32.8	35.37	0
"Bua Yai"	"Thailand"	16859	15.58	102.42	0
"Bual"	"Philippines"	7000	13.03	124.03	0
"Buala"	"Solomon Islands"	2726	-8.16	159.62	0
"Buanoy"	"Philippines"	11174	10.47	123.7	0
"Buaran"	"Indonesia"	39404	-7.05	109.55	0
"Buarcos"	"Portugal"	7851	40.17	-8.87	0
"Buariki"	"Kiribati"	2757	1.61	172.95	0
"Buariki"	"Kiribati"	673	-1.48	175.06	0
"Buayan"	"Philippines"	14911	6.11	125.24	0
"Buba"	"Guinea-Bissau"	7923	11.58	-15	0
"Bubanza"	"Burundi"	13058	-3.1	29.39	0
"Bubaque"	"Guinea-Bissau"	9972	11.29	-15.84	0
"Bubendorf"	"Switzerland"	4592	47.45	7.73	0
"Bubikon"	"Switzerland"	5710	47.28	8.82	0
"Bucak"	"Turkey"	29272	37.46	30.58	0
"Bucaramanga"	"Colombia"	581337	7.13	-73.13	0
"Buccinasco"	"Italy"	26664	45.42	9.11	0
"Bucecea"	"Romania"	5132	47.77	26.43	0
"Bucelas"	"Portugal"	4591	38.9	-9.11	0
"Bucerias"	"Mexico"	9073	20.75	-105.33	0
"Bucha"	"Ukraine"	27223	50.37	30.21	0
"Buchach"	"Ukraine"	11973	49.08	25.4	0
"Buchanan"	"Liberia"	26435	5.88	-10.05	0
"Bucharest"	"Romania"	1862930	44.44	26.1	1
"Buchen"	"Germany"	18875	49.52	9.33	0
"Buchholz"	"Germany"	37865	53.34	9.86	0
"Buchlovice"	"Czech Republic"	2512	49.08	17.33	0
"Buchrain"	"Switzerland"	5408	47.1	8.35	0
"Buchs"	"Switzerland"	10448	47.17	9.46	0
"Buchs"	"Switzerland"	4258	47.45	8.43	0
"Buchs"	"Switzerland"	6677	47.39	8.06	0
"Buciumeni"	"Romania"	4585	45.15	25.45	0
"Buckeburg"	"Germany"	20625	52.27	9.05	0
"Buckhaven"	"UK"	16020	56.19	-3.04	0
"Buckingham"	"Canada"	21448	45.58	-75.42	0
"Buckingham"	"UK"	12850	52	-0.98	0
"Buckley"	"UK"	18522	53.17	-3.08	0
"Bucov"	"Romania"	10220	44.97	26.08	0
"Bucovice"	"Czech Republic"	6438	49.15	17	0
"Bucsa"	"Hungary"	2466	47.21	21	0
"Bucsani"	"Romania"	6768	44.87	25.65	0
"Bucu"	"Romania"	5212	44.6	27.5	0
"Bud"	"Norway"	762	62.92	6.92	0
"Buda Koseljovo"	"Belarus"	7926	52.71	30.57	0
"Budakalasz"	"Hungary"	9783	47.62	19.05	0
"Budakeszi"	"Hungary"	13367	47.52	18.93	0
"Budaors"	"Hungary"	25315	47.46	18.96	0
"Budapest"	"Hungary"	1700019	47.51	19.08	1
"Budasevo"	"Croatia"	1690	45.47	16.44	0
"Budaun"	"India"	164938	28.04	79.12	0
"Buderim"	"Australia"	15600	-26.68	153.05	0
"Buderscheid"	"Luxembourg"	128	49.93	5.94	0
"Budesti"	"Romania"	5328	45.05	24.38	0
"Budesti"	"Romania"	9560	44.23	26.45	0
"Budingen"	"Germany"	21622	50.3	9.11	0
"Budisov nad Budisovkou"	"Czech Republic"	3114	49.8	17.63	0
"Budrio"	"Italy"	16569	44.54	11.53	0
"Buduk"	"Gambia"	340	13.75	-15.1	0
"Buduran"	"Indonesia"	48401	-7.42	112.71	0
"Budwawu"	"Algeria"	44913	36.72	3.41	0
"Budy"	"Ukraine"	6680	49.9	36.02	0
"Budyne nad Ohri"	"Czech Republic"	2024	50.4	14.15	0
"Budyonnovsk"	"Russia"	68765	44.79	44.14	0
"Buea"	"Cameroon"	66241	4.16	9.23	0
"Buedu"	"Sierra Leone"	5494	8.28	-10.37	0
"Buena Fe"	"Ecuador"	17152	-1.59	-79.94	0
"Buena Park"	"USA"	79388	33.86	-118	0
"Buena Vista"	"Bolivia"	4396	-17.45	-63.66	0
"Buena Vista"	"Panama"	3109	9.27	-79.7	0
"Buena Vista"	"Paraguay"	1629	-26.18	-56.08	0
"Buenaventura"	"Colombia"	243054	3.89	-77.04	0
"Buenavista"	"Colombia"	2138	4.36	-75.74	0
"Buenavista"	"Colombia"	5099	9.05	-76	0
"Buenavista"	"Colombia"	7339	8.68	-75.25	0
"Buenavista"	"Mexico"	245013	19.55	-99.05	0
"Buenavista"	"Mexico"	9163	19.2	-102.6	0
"Buenavista"	"Philippines"	18889	8.98	125.41	0
"Buenlag"	"Philippines"	11261	15.97	120.4	0
"Buenos Aires"	"Argentina"	11595183	-34.61	-58.37	1
"Buenos Aires"	"Colombia"	2259	3.02	-76.64	0
"Buenos Aires"	"Costa Rica"	11970	9.16	-83.34	0
"Buenos Aires"	"Honduras"	1009	15.49	-88.18	0
"Buenos Aires"	"Honduras"	1146	15.03	-88.97	0
"Buenos Aires"	"Honduras"	996	15.47	-86.4	0
"Buenos Aires"	"Mexico"	10756	19.07	-102.17	0
"Buenos Aires"	"Nicaragua"	1718	11.47	-85.82	0
"Buenos Aires"	"Peru"	8109	-5.25	-79.97	0
"Buesaco"	"Colombia"	4277	1.39	-77.16	0
"Bueu"	"Spain"	12641	42.33	-8.78	0
"Bufarik"	"Algeria"	60323	36.58	2.9	0
"Buff Bay"	"Jamaica"	2761	18.23	-76.67	0
"Buffalo"	"USA"	276762	42.89	-78.86	0
"Buffalo Grove"	"USA"	43355	42.17	-87.96	0
"Buftea"	"Romania"	20805	44.57	25.95	0
"Buga"	"Colombia"	119170	3.91	-76.3	0
"Buga"	"Nigeria"	10096	8.49	7.35	0
"Bugaba"	"Panama"	2623	8.48	-82.62	0
"Bugac"	"Hungary"	3057	46.69	19.69	0
"Bugalagrande"	"Colombia"	12500	4.21	-76.17	0
"Bugallon"	"Philippines"	12205	15.97	120.22	0
"Bugama"	"Nigeria"	138777	4.73	6.87	0
"Bugana"	"Nigeria"	9877	8	7.58	0
"Bugarama"	"Tanzania"	33355	-2.87	30.53	0
"Bugasan"	"Philippines"	7976	7.44	124.26	0
"Bugembe"	"Uganda"	11953	0.48	33.23	0
"Bugene"	"Tanzania"	10870	-1.59	31.14	0
"Buggenhout"	"Belgium"	13427	51.02	4.2	0
"Bugiri"	"Uganda"	26351	-0.86	29.64	0
"Bugni"	"Algeria"	55995	36.53	3.95	0
"Bugo"	"Philippines"	46520	8.51	124.76	0
"Bugojno"	"Bosnia and Herzegovina"	43794	44.06	17.45	0
"Bugulma"	"Russia"	93695	54.55	52.8	0
"Buguruslan"	"Russia"	53403	53.65	52.43	0
"Bugyi"	"Hungary"	5460	47.22	19.15	0
"Buharkent"	"Turkey"	7848	37.95	28.75	0
"Buhe"	"China"	107072	30.28	112.24	0
"Buhi"	"Philippines"	30486	13.43	123.52	0
"Buhl"	"Germany"	29326	48.71	8.13	0
"Buhoci"	"Romania"	4715	46.57	27.02	0
"Buhovo"	"Bulgaria"	3298	42.77	23.57	0
"Buhusi"	"Romania"	18190	46.71	26.72	0
"Buiba Mandinka"	"Gambia"	504	13.43	-15.45	0
"Buin"	"Chile"	56085	-33.73	-70.75	0
"Buin"	"Papua New Guinea"	738	-6.82	155.73	0
"Buinsk"	"Russia"	20457	54.95	48.28	0
"Buique"	"Brazil"	21276	-8.61	-37.16	0
"Buj"	"Hungary"	2495	48.1	21.65	0
"Bujak"	"Hungary"	2331	47.88	19.55	0
"Bujalance"	"Spain"	7789	37.9	-4.37	0
"Bujanovac"	"Serbia"	12116	42.46	21.77	0
"Buje"	"Croatia"	3019	45.42	13.66	0
"Bujima"	"Algeria"	21007	36.82	4.15	0
"Bujumbura"	"Burundi"	336561	-3.37	29.35	1
"Buk"	"Hungary"	3158	47.39	16.75	0
"Bukama"	"Congo Democratic Republic"	39057	-9.21	25.84	0
"Bukan"	"Iran"	225391	36.53	46.2	0
"Bukavu"	"Congo Democratic Republic"	226693	-2.51	28.84	0
"Bukene"	"Tanzania"	7655	-4.24	32.88	0
"Bukit Bakri"	"Malaysia"	32806	2.05	102.67	0
"Bukit Baru"	"Malaysia"	57011	2.22	102.27	0
"Bukit Mertajam"	"Malaysia"	221882	5.37	100.46	0
"Bukit Rambai"	"Malaysia"	17813	2.25	102.18	0
"Bukit Tinggi"	"Indonesia"	100633	-0.31	100.37	0
"Bukit Tinggi"	"Malaysia"	12655	3.35	101.82	0
"Bukoba"	"Tanzania"	73890	-1.32	31.8	0
"Bukongo"	"Tanzania"	4153	-1.95	32.93	0
"Bukovany"	"Czech Republic"	1788	50.17	12.6	0
"Bukovci"	"Slovenia"	953	46.39	15.97	0
"Bukovec"	"Czech Republic"	1371	49.55	18.83	0
"Bukovlje"	"Croatia"	1869	45.19	18.07	0
"Bukowno"	"Poland"	10895	50.29	19.44	0
"Bukuru"	"Nigeria"	15826	9.79	8.86	0
"Bula"	"Philippines"	13857	13.47	123.28	0
"Bulacan"	"Philippines"	72976	14.79	120.88	0
"Bulach"	"Switzerland"	13998	47.53	8.54	0
"Bulacnin"	"Philippines"	8227	13.99	121.14	0
"Bulaevo"	"Kazakhstan"	9851	54.91	70.44	0
"Bulakamba"	"Indonesia"	27569	-6.87	108.92	0
"Bulalacao"	"Philippines"	12391	12.33	121.34	0
"Bulan"	"Philippines"	28869	12.67	123.88	0
"Bulancak"	"Turkey"	37790	40.94	38.23	0
"Bulandshahr"	"India"	204486	28.41	77.85	0
"Bulanik"	"Turkey"	33147	39.1	42.28	0
"Bulanjor"	"Gambia"	450	13.27	-16.27	0
"Bulanon"	"Philippines"	8210	10.92	123.47	0
"Bulaon"	"Philippines"	134968	15.09	120.67	0
"Bulawayo"	"Zimbabwe"	706492	-20.17	28.58	0
"Bulbule"	"Azerbaijan"	16472	40.43	49.97	0
"Buldan"	"Turkey"	14959	38.05	28.83	0
"Buldana"	"India"	67972	20.54	76.18	0
"Bulembu"	"Swaziland"	2216	-25.95	31.13	0
"Bulengart"	"Gambia"	323	13.2	-15.92	0
"Bulfontein"	"South Africa"	33882	-29.14	26.23	0
"Bulgan"	"Mongolia"	17564	48.82	103.56	0
"Bulihan"	"Philippines"	14402	14.29	121	0
"Bulkeley"	"Barbados"	1145	13.12	-59.54	0
"Bull Savanna"	"Jamaica"	6946	17.88	-77.59	0
"Bullas"	"Spain"	11743	38.05	-1.67	0
"Bulle"	"Switzerland"	12285	46.62	7.04	0
"Bullerup"	"Denmark"	2973	55.43	10.48	0
"Bullingen"	"Belgium"	5331	50.41	6.26	0
"Bulls"	"New Zealand"	1777	-40.17	175.38	0
"Bully-les-Mines"	"France"	11949	50.44	2.72	0
"Bulnes"	"Chile"	12777	-36.74	-72.3	0
"Bulobarde"	"Somalia"	17266	3.86	45.57	0
"Buloh Kasap"	"Malaysia"	13466	2.55	102.77	0
"Bulolo"	"Papua New Guinea"	16761	-7.19	146.65	0
"Bulqize"	"Albania"	11543	41.49	20.23	0
"Bulri"	"Pakistan"	5122	24.87	68.33	0
"Buluan"	"Philippines"	28825	6.72	124.8	0
"Buluangan"	"Philippines"	12374	10.39	123.34	0
"Bulung'ur"	"Uzbekistan"	27080	39.76	67.27	0
"Bulungu"	"Congo Democratic Republic"	49401	-4.55	18.6	0
"Bulusan"	"Philippines"	6727	12.76	124.14	0
"Bumahra Ahmad"	"Algeria"	23669	36.45	7.52	0
"Bumardas"	"Algeria"	26981	36.77	3.46	0
"Bumba"	"Congo Democratic Republic"	97631	2.19	22.46	0
"Bumbesti-Jiu"	"Romania"	10392	45.17	23.4	0
"Bumbuna"	"Sierra Leone"	3263	9.05	-11.73	0
"Bumiayu"	"Indonesia"	54442	-7.25	109	0
"Bumirdas"	"Tunisia"	5051	35.45	10.73	0
"Bumpeh"	"Sierra Leone"	13866	7.9	-11.92	0
"Bunawan"	"Philippines"	15654	8.17	125.99	0
"Bunbury"	"Australia"	26488	-33.35	115.65	0
"Buncrana"	"Ireland"	5632	55.14	-7.45	0
"Bunda"	"Tanzania"	52601	-2.05	33.87	0
"Bundaberg"	"Australia"	53996	-24.87	152.35	0
"Bunde"	"Germany"	45637	52.2	8.61	0
"Bundi"	"India"	101252	25.45	75.63	0
"Bundibugyo"	"Uganda"	17948	0.72	30.05	0
"Bundoran"	"Ireland"	1871	54.48	-8.29	0
"Bungoma"	"Kenya"	58233	0.57	34.56	0
"Bungu"	"Tanzania"	28372	-7.63	39.05	0
"Bunguiao"	"Philippines"	6830	7.1	122.2	0
"Bunia"	"Congo Democratic Republic"	98242	1.56	30.24	0
"Buniadu"	"Gambia"	781	13.55	-15.33	0
"Bunnik"	"Netherlands"	14042	52.07	5.19	0
"Bunol"	"Spain"	9359	39.42	-0.79	0
"Bunschoten"	"Netherlands"	19560	52.24	5.38	0
"Buntesti"	"Romania"	4646	46.62	22.47	0
"Bunumbu"	"Sierra Leone"	7467	8.17	-10.87	0
"Bununu Dass"	"Nigeria"	7560	10	9.51	0
"Bununu Kasa"	"Nigeria"	6241	9.87	9.67	0
"Bunyan"	"Turkey"	12769	38.85	35.86	0
"Bunza"	"Nigeria"	12962	12.08	4.01	0
"Buoardalur"	"Iceland"	226	65.12	-21.77	0
"Buochs"	"Switzerland"	5650	46.97	8.41	0
"Buon Me Thuot"	"Vietnam"	150439	12.68	108.04	0
"Buq'ah"	"Algeria"	40172	36.33	5.08	0
"Buqah"	"Mauritania"	25396	16.59	-14.27	0
"Buqarah"	"Algeria"	63963	36.54	3.06	0
"Buqayq"	"Saudi Arabia"	29297	25.93	49.67	0
"Bur"	"Sudan"	27223	6.23	31.56	0
"Bur Gabo"	"Somalia"	3158	-1.21	41.83	0
"Bur Hakkaba"	"Somalia"	28347	2.8	44.08	0
"Bur Sudan"	"Sudan"	474363	19.63	37.12	0
"Bur'o"	"Somalia"	101253	9.53	45.53	0
"Burastam"	"Armenia"	1989	39.98	44.5	0
"Burauen"	"Philippines"	14416	10.98	124.89	0
"Buraydah"	"Saudi Arabia"	404617	26.37	43.97	0
"Burayu"	"Ethiopia"	13487	9.08	38.53	0
"Burbach"	"Germany"	14909	50.75	8.08	0
"Burbank"	"USA"	105515	34.19	-118.33	0
"Burden"	"Luxembourg"	453	49.88	6.09	0
"Burdinne"	"Belgium"	2827	50.58	5.07	0
"Burdur"	"Turkey"	66641	37.73	30.28	0
"Bure"	"Ethiopia"	23004	10.71	37.07	0
"Burela"	"Spain"	8348	43.65	-7.4	0
"Buren"	"Germany"	22253	51.56	8.56	0
"Bureng"	"Gambia"	1480	13.42	-15.28	0
"Bures-sur-Yvette"	"France"	10515	48.7	2.17	0
"Burewala"	"Pakistan"	188986	30.16	72.67	0
"Burford"	"Canada"	1969	43.11	-80.42	0
"Burg"	"Germany"	24545	52.28	11.85	0
"Burg-Reuland"	"Belgium"	3853	50.2	6.13	0
"Burgas"	"Bulgaria"	196505	42.51	27.47	0
"Burgdorf"	"Germany"	30226	52.46	10.01	0
"Burgdorf"	"Switzerland"	14807	47.07	7.62	0
"Burgeo"	"Canada"	1591	47.6	-57.63	0
"Burgersdorp"	"South Africa"	12558	-30.99	26.33	0
"Burgess Hill"	"UK"	31628	50.96	-0.14	0
"Burghausen"	"Germany"	18286	48.17	12.83	0
"Burglen"	"Switzerland"	3152	47.55	9.15	0
"Burglen"	"Switzerland"	4011	46.88	8.67	0
"Burgos"	"Philippines"	28851	15.73	120.58	0
"Burgos"	"Philippines"	6682	17.07	121.7	0
"Burgos"	"Spain"	170783	42.35	-3.69	0
"Burgwedel"	"Germany"	20856	52.5	9.85	0
"Burhaniye"	"Turkey"	39436	39.51	26.98	0
"Burhanpur"	"India"	204564	21.33	76.22	0
"Burhanuddin"	"Bangladesh"	46849	22.5	90.71	0
"Buri Ram"	"Thailand"	31878	15	103.11	0
"Burica"	"Panama"	1382	8.03	-82.87	0
"Burin"	"Palestine"	2571	32.18	35.25	0
"Buritica"	"Colombia"	2435	6.72	-75.91	0
