"fips"	"polyname"
21231	"kentucky,wayne"
21233	"kentucky,webster"
21235	"kentucky,whitley"
21237	"kentucky,wolfe"
21239	"kentucky,woodford"
22001	"louisiana,acadia"
22003	"louisiana,allen"
22005	"louisiana,ascension"
22007	"louisiana,assumption"
22009	"louisiana,avoyelles"
22011	"louisiana,beauregard"
22013	"louisiana,bienville"
22015	"louisiana,bossier"
22017	"louisiana,caddo"
22019	"louisiana,calcasieu"
22021	"louisiana,caldwell"
22023	"louisiana,cameron"
22025	"louisiana,catahoula"
22027	"louisiana,claiborne"
22029	"louisiana,concordia"
22031	"louisiana,de soto"
22033	"louisiana,east baton rouge"
22035	"louisiana,east carroll"
22037	"louisiana,east feliciana"
22039	"louisiana,evangeline"
22041	"louisiana,franklin"
22043	"louisiana,grant"
22045	"louisiana,iberia"
22047	"louisiana,iberville"
22049	"louisiana,jackson"
22051	"louisiana,jefferson"
22053	"louisiana,jefferson davis"
22055	"louisiana,lafayette"
22057	"louisiana,lafourche"
22059	"louisiana,la salle"
22061	"louisiana,lincoln"
22063	"louisiana,livingston"
22065	"louisiana,madison"
22067	"louisiana,morehouse"
22069	"louisiana,natchitoches"
22071	"louisiana,orleans"
22073	"louisiana,ouachita"
22075	"louisiana,plaquemines"
22077	"louisiana,pointe coupee"
22079	"louisiana,rapides"
22081	"louisiana,red river"
22083	"louisiana,richland"
22085	"louisiana,sabine"
22087	"louisiana,st bernard"
22089	"louisiana,st charles"
22091	"louisiana,st helena"
22093	"louisiana,st james"
22095	"louisiana,st john the baptist"
22097	"louisiana,st landry"
22099	"louisiana,st martin:north"
22099	"louisiana,st martin:south"
22101	"louisiana,st mary"
22103	"louisiana,st tammany"
22105	"louisiana,tangipahoa"
22107	"louisiana,tensas"
22109	"louisiana,terrebonne"
22111	"louisiana,union"
22113	"louisiana,vermilion"
22115	"louisiana,vernon"
22117	"louisiana,washington"
22119	"louisiana,webster"
22121	"louisiana,west baton rouge"
22123	"louisiana,west carroll"
22125	"louisiana,west feliciana"
22127	"louisiana,winn"
23001	"maine,androscoggin"
23003	"maine,aroostook"
23005	"maine,cumberland"
23007	"maine,franklin"
23009	"maine,hancock"
23011	"maine,kennebec"
23013	"maine,knox"
23015	"maine,lincoln"
23017	"maine,oxford"
23019	"maine,penobscot"
23021	"maine,piscataquis"
23023	"maine,sagadahoc"
23025	"maine,somerset"
23027	"maine,waldo"
23029	"maine,washington"
23031	"maine,york"
24001	"maryland,allegany"
24003	"maryland,anne arundel"
24005	"maryland,baltimore"
24009	"maryland,calvert"
24011	"maryland,caroline"
24013	"maryland,carroll"
24015	"maryland,cecil"
24017	"maryland,charles"
24019	"maryland,dorchester"
24021	"maryland,frederick"
24023	"maryland,garrett"
24025	"maryland,harford"
24027	"maryland,howard"
24029	"maryland,kent"
24031	"maryland,montgomery"
24033	"maryland,prince georges"
24035	"maryland,queen annes"
24037	"maryland,st marys"
24039	"maryland,somerset"
24041	"maryland,talbot"
24043	"maryland,washington"
24045	"maryland,wicomico"
24047	"maryland,worcester"
24510	"maryland,baltimore city"
25001	"massachusetts,barnstable"
25003	"massachusetts,berkshire"
25005	"massachusetts,bristol"
25007	"massachusetts,dukes"
25009	"massachusetts,essex"
25011	"massachusetts,franklin"
25013	"massachusetts,hampden"
25015	"massachusetts,hampshire"
25017	"massachusetts,middlesex"
25019	"massachusetts,nantucket"
25021	"massachusetts,norfolk"
25023	"massachusetts,plymouth"
25025	"massachusetts,suffolk"
25027	"massachusetts,worcester"
26001	"michigan,alcona"
26003	"michigan,alger"
26005	"michigan,allegan"
26007	"michigan,alpena"
26009	"michigan,antrim"
26011	"michigan,arenac"
26013	"michigan,baraga"
26015	"michigan,barry"
26017	"michigan,bay"
26019	"michigan,benzie"
26021	"michigan,berrien"
26023	"michigan,branch"
26025	"michigan,calhoun"
26027	"michigan,cass"
26029	"michigan,charlevoix"
26031	"michigan,cheboygan"
26033	"michigan,chippewa"
26035	"michigan,clare"
26037	"michigan,clinton"
26039	"michigan,crawford"
26041	"michigan,delta"
26043	"michigan,dickinson"
26045	"michigan,eaton"
26047	"michigan,emmet"
26049	"michigan,genesee"
26051	"michigan,gladwin"
26053	"michigan,gogebic"
26055	"michigan,grand traverse"
26057	"michigan,gratiot"
26059	"michigan,hillsdale"
26061	"michigan,houghton"
26063	"michigan,huron"
26065	"michigan,ingham"
26067	"michigan,ionia"
26069	"michigan,iosco"
26071	"michigan,iron"
26073	"michigan,isabella"
26075	"michigan,jackson"
26077	"michigan,kalamazoo"
26079	"michigan,kalkaska"
26081	"michigan,kent"
26083	"michigan,keweenaw"
26085	"michigan,lake"
26087	"michigan,lapeer"
26089	"michigan,leelanau"
26091	"michigan,lenawee"
26093	"michigan,livingston"
26095	"michigan,luce"
26097	"michigan,mackinac"
26099	"michigan,macomb"
26101	"michigan,manistee"
26103	"michigan,marquette"
26105	"michigan,mason"
26107	"michigan,mecosta"
26109	"michigan,menominee"
26111	"michigan,midland"
26113	"michigan,missaukee"
26115	"michigan,monroe"
26117	"michigan,montcalm"
26119	"michigan,montmorency"
26121	"michigan,muskegon"
26123	"michigan,newaygo"
26125	"michigan,oakland"
26127	"michigan,oceana"
26129	"michigan,ogemaw"
26131	"michigan,ontonagon"
26133	"michigan,osceola"
26135	"michigan,oscoda"
26137	"michigan,otsego"
26139	"michigan,ottawa"
26141	"michigan,presque isle"
26143	"michigan,roscommon"
26145	"michigan,saginaw"
26147	"michigan,st clair"
26149	"michigan,st joseph"
26151	"michigan,sanilac"
26153	"michigan,schoolcraft"
26155	"michigan,shiawassee"
26157	"michigan,tuscola"
26159	"michigan,van buren"
26161	"michigan,washtenaw"
26163	"michigan,wayne"
26165	"michigan,wexford"
27001	"minnesota,aitkin"
27003	"minnesota,anoka"
27005	"minnesota,becker"
27007	"minnesota,beltrami"
27009	"minnesota,benton"
27011	"minnesota,big stone"
27013	"minnesota,blue earth"
27015	"minnesota,brown"
27017	"minnesota,carlton"
27019	"minnesota,carver"
27021	"minnesota,cass"
27023	"minnesota,chippewa"
27025	"minnesota,chisago"
27027	"minnesota,clay"
27029	"minnesota,clearwater"
27031	"minnesota,cook"
27033	"minnesota,cottonwood"
27035	"minnesota,crow wing"
27037	"minnesota,dakota"
27039	"minnesota,dodge"
27041	"minnesota,douglas"
27043	"minnesota,faribault"
27045	"minnesota,fillmore"
27047	"minnesota,freeborn"
27049	"minnesota,goodhue"
27051	"minnesota,grant"
27053	"minnesota,hennepin"
27055	"minnesota,houston"
27057	"minnesota,hubbard"
27059	"minnesota,isanti"
27061	"minnesota,itasca"
27063	"minnesota,jackson"
27065	"minnesota,kanabec"
27067	"minnesota,kandiyohi"
27069	"minnesota,kittson"
27071	"minnesota,koochiching"
27073	"minnesota,lac qui parle"
27075	"minnesota,lake"
27077	"minnesota,lake of the woods"
27079	"minnesota,le sueur"
27081	"minnesota,lincoln"
27083	"minnesota,lyon"
27085	"minnesota,mcleod"
27087	"minnesota,mahnomen"
27089	"minnesota,marshall"
27091	"minnesota,martin"
27093	"minnesota,meeker"
27095	"minnesota,mille lacs"
27097	"minnesota,morrison"
27099	"minnesota,mower"
27101	"minnesota,murray"
27103	"minnesota,nicollet"
27105	"minnesota,nobles"
27107	"minnesota,norman"
27109	"minnesota,olmsted"
27111	"minnesota,otter tail"
27113	"minnesota,pennington"
27115	"minnesota,pine"
27117	"minnesota,pipestone"
27119	"minnesota,polk"
27121	"minnesota,pope"
27123	"minnesota,ramsey"
27125	"minnesota,red lake"
27127	"minnesota,redwood"
27129	"minnesota,renville"
27131	"minnesota,rice"
27133	"minnesota,rock"
27135	"minnesota,roseau"
27137	"minnesota,st louis"
27139	"minnesota,scott"
27141	"minnesota,sherburne"
27143	"minnesota,sibley"
27145	"minnesota,stearns"
27147	"minnesota,steele"
27149	"minnesota,stevens"
27151	"minnesota,swift"
27153	"minnesota,todd"
27155	"minnesota,traverse"
27157	"minnesota,wabasha"
27159	"minnesota,wadena"
27161	"minnesota,waseca"
27163	"minnesota,washington"
27165	"minnesota,watonwan"
27167	"minnesota,wilkin"
27169	"minnesota,winona"
27171	"minnesota,wright"
27173	"minnesota,yellow medicine"
28001	"mississippi,adams"
28003	"mississippi,alcorn"
28005	"mississippi,amite"
28007	"mississippi,attala"
28009	"mississippi,benton"
28011	"mississippi,bolivar"
28013	"mississippi,calhoun"
28015	"mississippi,carroll"
28017	"mississippi,chickasaw"
28019	"mississippi,choctaw"
28021	"mississippi,claiborne"
28023	"mississippi,clarke"
28025	"mississippi,clay"
28027	"mississippi,coahoma"
28029	"mississippi,copiah"
28031	"mississippi,covington"
28033	"mississippi,de soto"
28035	"mississippi,forrest"
28037	"mississippi,franklin"
28039	"mississippi,george"
28041	"mississippi,greene"
28043	"mississippi,grenada"
28045	"mississippi,hancock"
28047	"mississippi,harrison"
28049	"mississippi,hinds"
28051	"mississippi,holmes"
28053	"mississippi,humphreys"
28055	"mississippi,issaquena"
28057	"mississippi,itawamba"
28059	"mississippi,jackson"
28061	"mississippi,jasper"
28063	"mississippi,jefferson"
28065	"mississippi,jefferson davis"
28067	"mississippi,jones"
28069	"mississippi,kemper"
28071	"mississippi,lafayette"
28073	"mississippi,lamar"
28075	"mississippi,lauderdale"
28077	"mississippi,lawrence"
28079	"mississippi,leake"
28081	"mississippi,lee"
28083	"mississippi,leflore"
28085	"mississippi,lincoln"
28087	"mississippi,lowndes"
28089	"mississippi,madison"
28091	"mississippi,marion"
28093	"mississippi,marshall"
28095	"mississippi,monroe"
28097	"mississippi,montgomery"
28099	"mississippi,neshoba"
28101	"mississippi,newton"
28103	"mississippi,noxubee"
28105	"mississippi,oktibbeha"
28107	"mississippi,panola"
28109	"mississippi,pearl river"
28111	"mississippi,perry"
28113	"mississippi,pike"
28115	"mississippi,pontotoc"
28117	"mississippi,prentiss"
28119	"mississippi,quitman"
28121	"mississippi,rankin"
28123	"mississippi,scott"
28125	"mississippi,sharkey"
28127	"mississippi,simpson"
28129	"mississippi,smith"
28131	"mississippi,stone"
28133	"mississippi,sunflower"
28135	"mississippi,tallahatchie"
28137	"mississippi,tate"
28139	"mississippi,tippah"
28141	"mississippi,tishomingo"
28143	"mississippi,tunica"
28145	"mississippi,union"
28147	"mississippi,walthall"
28149	"mississippi,warren"
28151	"mississippi,washington"
28153	"mississippi,wayne"
28155	"mississippi,webster"
28157	"mississippi,wilkinson"
28159	"mississippi,winston"
28161	"mississippi,yalobusha"
28163	"mississippi,yazoo"
29001	"missouri,adair"
29003	"missouri,andrew"
29005	"missouri,atchison"
29007	"missouri,audrain"
29009	"missouri,barry"
29011	"missouri,barton"
29013	"missouri,bates"
29015	"missouri,benton"
29017	"missouri,bollinger"
29019	"missouri,boone"
29021	"missouri,buchanan"
29023	"missouri,butler"
29025	"missouri,caldwell"
29027	"missouri,callaway"
29029	"missouri,camden"
29031	"missouri,cape girardeau"
29033	"missouri,carroll"
29035	"missouri,carter"
29037	"missouri,cass"
29039	"missouri,cedar"
29041	"missouri,chariton"
29043	"missouri,christian"
29045	"missouri,clark"
29047	"missouri,clay"
29049	"missouri,clinton"
29051	"missouri,cole"
29053	"missouri,cooper"
29055	"missouri,crawford"
29057	"missouri,dade"
29059	"missouri,dallas"
29061	"missouri,daviess"
29063	"missouri,de kalb"
29065	"missouri,dent"
29067	"missouri,douglas"
29069	"missouri,dunklin"
29071	"missouri,franklin"
29073	"missouri,gasconade"
29075	"missouri,gentry"
29077	"missouri,greene"
29079	"missouri,grundy"
29081	"missouri,harrison"
29083	"missouri,henry"
29085	"missouri,hickory"
29087	"missouri,holt"
29089	"missouri,howard"
29091	"missouri,howell"
29093	"missouri,iron"
29095	"missouri,jackson"
29097	"missouri,jasper"
29099	"missouri,jefferson"
29101	"missouri,johnson"
29103	"missouri,knox"
29105	"missouri,laclede"
29107	"missouri,lafayette"
29109	"missouri,lawrence"
29111	"missouri,lewis"
29113	"missouri,lincoln"
29115	"missouri,linn"
29117	"missouri,livingston"
29119	"missouri,mcdonald"
29121	"missouri,macon"
29123	"missouri,madison"
29125	"missouri,maries"
29127	"missouri,marion"
29129	"missouri,mercer"
29131	"missouri,miller"
29133	"missouri,mississippi"
29135	"missouri,moniteau"
29137	"missouri,monroe"
29139	"missouri,montgomery"
29141	"missouri,morgan"
29143	"missouri,new madrid"
29145	"missouri,newton"
29147	"missouri,nodaway"
29149	"missouri,oregon"
29151	"missouri,osage"
29153	"missouri,ozark"
29155	"missouri,pemiscot"
29157	"missouri,perry"
29159	"missouri,pettis"
29161	"missouri,phelps"
29163	"missouri,pike"
29165	"missouri,platte"
29167	"missouri,polk"
29169	"missouri,pulaski"
29171	"missouri,putnam"
29173	"missouri,ralls"
29175	"missouri,randolph"
29177	"missouri,ray"
29179	"missouri,reynolds"
29181	"missouri,ripley"
29183	"missouri,st charles"
29185	"missouri,st clair"
29187	"missouri,st francois"
29189	"missouri,st louis"
29510	"missouri,st louis city"
29186	"missouri,ste genevieve"
29195	"missouri,saline"
29197	"missouri,schuyler"
29199	"missouri,scotland"
29201	"missouri,scott"
29203	"missouri,shannon"
29205	"missouri,shelby"
29207	"missouri,stoddard"
29209	"missouri,stone"
29211	"missouri,sullivan"
29213	"missouri,taney"
29215	"missouri,texas"
29217	"missouri,vernon"
29219	"missouri,warren"
29221	"missouri,washington"
29223	"missouri,wayne"
29225	"missouri,webster"
29227	"missouri,worth"
29229	"missouri,wright"
30001	"montana,beaverhead"
30003	"montana,big horn"
30005	"montana,blaine"
30007	"montana,broadwater"
30009	"montana,carbon"
30011	"montana,carter"
30013	"montana,cascade"
30015	"montana,chouteau"
30017	"montana,custer"
30019	"montana,daniels"
30021	"montana,dawson"
30023	"montana,deer lodge"
30025	"montana,fallon"
30027	"montana,fergus"
30029	"montana,flathead"
30031	"montana,gallatin"
30033	"montana,garfield"
30035	"montana,glacier"
30037	"montana,golden valley"
30039	"montana,granite"
30041	"montana,hill"
30043	"montana,jefferson"
30045	"montana,judith basin"
30047	"montana,lake"
30049	"montana,lewis and clark"
30051	"montana,liberty"
30053	"montana,lincoln"
30055	"montana,mccone"
30057	"montana,madison"
30059	"montana,meagher"
30061	"montana,mineral"
30063	"montana,missoula"
30065	"montana,musselshell"
30067	"montana,park"
30069	"montana,petroleum"
30071	"montana,phillips"
30073	"montana,pondera"
30075	"montana,powder river"
30077	"montana,powell"
30079	"montana,prairie"
30081	"montana,ravalli"
30083	"montana,richland"
30085	"montana,roosevelt"
30087	"montana,rosebud"
30089	"montana,sanders"
30091	"montana,sheridan"
30093	"montana,silver bow"
30095	"montana,stillwater"
30097	"montana,sweet grass"
30099	"montana,teton"
30101	"montana,toole"
30103	"montana,treasure"
30105	"montana,valley"
30107	"montana,wheatland"
30109	"montana,wibaux"
30111	"montana,yellowstone"
30067	"montana,yellowstone national"
31001	"nebraska,adams"
31003	"nebraska,antelope"
31005	"nebraska,arthur"
31007	"nebraska,banner"
31009	"nebraska,blaine"
31011	"nebraska,boone"
31013	"nebraska,box butte"
31015	"nebraska,boyd"
31017	"nebraska,brown"
31019	"nebraska,buffalo"
31021	"nebraska,burt"
31023	"nebraska,butler"
31025	"nebraska,cass"
31027	"nebraska,cedar"
31029	"nebraska,chase"
31031	"nebraska,cherry"
31033	"nebraska,cheyenne"
31035	"nebraska,clay"
31037	"nebraska,colfax"
31039	"nebraska,cuming"
31041	"nebraska,custer"
31043	"nebraska,dakota"
31045	"nebraska,dawes"
31047	"nebraska,dawson"
31049	"nebraska,deuel"
31051	"nebraska,dixon"
31053	"nebraska,dodge"
31055	"nebraska,douglas"
31057	"nebraska,dundy"
31059	"nebraska,fillmore"
31061	"nebraska,franklin"
31063	"nebraska,frontier"
31065	"nebraska,furnas"
31067	"nebraska,gage"
31069	"nebraska,garden"
31071	"nebraska,garfield"
31073	"nebraska,gosper"
31075	"nebraska,grant"
31077	"nebraska,greeley"
31079	"nebraska,hall"
31081	"nebraska,hamilton"
31083	"nebraska,harlan"
31085	"nebraska,hayes"
31087	"nebraska,hitchcock"
31089	"nebraska,holt"
31091	"nebraska,hooker"
31093	"nebraska,howard"
31095	"nebraska,jefferson"
31097	"nebraska,johnson"
31099	"nebraska,kearney"
31101	"nebraska,keith"
31103	"nebraska,keya paha"
31105	"nebraska,kimball"
31107	"nebraska,knox"
31109	"nebraska,lancaster"
31111	"nebraska,lincoln"
31113	"nebraska,logan"
31115	"nebraska,loup"
31117	"nebraska,mcpherson"
31119	"nebraska,madison"
31121	"nebraska,merrick"
31123	"nebraska,morrill"
31125	"nebraska,nance"
31127	"nebraska,nemaha"
31129	"nebraska,nuckolls"
31131	"nebraska,otoe"
31133	"nebraska,pawnee"
31135	"nebraska,perkins"
31137	"nebraska,phelps"
31139	"nebraska,pierce"
31141	"nebraska,platte"
31143	"nebraska,polk"
31145	"nebraska,red willow"
31147	"nebraska,richardson"
31149	"nebraska,rock"
31151	"nebraska,saline"
31153	"nebraska,sarpy"
31155	"nebraska,saunders"
31157	"nebraska,scotts bluff"
31159	"nebraska,seward"
31161	"nebraska,sheridan"
31163	"nebraska,sherman"
31165	"nebraska,sioux"
31167	"nebraska,stanton"
31169	"nebraska,thayer"
31171	"nebraska,thomas"
31173	"nebraska,thurston"
31175	"nebraska,valley"
31177	"nebraska,washington"
31179	"nebraska,wayne"
31181	"nebraska,webster"
31183	"nebraska,wheeler"
31185	"nebraska,york"
32510	"nevada,carson city"
32001	"nevada,churchill"
32003	"nevada,clark"
32005	"nevada,douglas"
32007	"nevada,elko"
32009	"nevada,esmeralda"
32011	"nevada,eureka"
32013	"nevada,humboldt"
32015	"nevada,lander"
32017	"nevada,lincoln"
32019	"nevada,lyon"
32021	"nevada,mineral"
32023	"nevada,nye"
32027	"nevada,pershing"
32029	"nevada,storey"
32031	"nevada,washoe"
32033	"nevada,white pine"
33001	"new hampshire,belknap"
33003	"new hampshire,carroll"
33005	"new hampshire,cheshire"
33007	"new hampshire,coos"
33009	"new hampshire,grafton"
33011	"new hampshire,hillsborough"
33013	"new hampshire,merrimack"
33015	"new hampshire,rockingham"
33017	"new hampshire,strafford"
33019	"new hampshire,sullivan"
34001	"new jersey,atlantic"
34003	"new jersey,bergen"
34005	"new jersey,burlington"
34007	"new jersey,camden"
34009	"new jersey,cape may"
34011	"new jersey,cumberland"
34013	"new jersey,essex"
34015	"new jersey,gloucester"
34017	"new jersey,hudson"
34019	"new jersey,hunterdon"
34021	"new jersey,mercer"
34023	"new jersey,middlesex"
34025	"new jersey,monmouth"
34027	"new jersey,morris"
34029	"new jersey,ocean"
34031	"new jersey,passaic"
34033	"new jersey,salem"
34035	"new jersey,somerset"
34037	"new jersey,sussex"
34039	"new jersey,union"
34041	"new jersey,warren"
35001	"new mexico,bernalillo"
35003	"new mexico,catron"
35005	"new mexico,chaves"
35006	"new mexico,cibola"
35007	"new mexico,colfax"
35009	"new mexico,curry"
35011	"new mexico,de baca"
35013	"new mexico,dona ana"
35015	"new mexico,eddy"
35017	"new mexico,grant"
35019	"new mexico,guadalupe"
35021	"new mexico,harding"
35023	"new mexico,hidalgo"
35025	"new mexico,lea"
35027	"new mexico,lincoln"
35028	"new mexico,los alamos"
35029	"new mexico,luna"
35031	"new mexico,mckinley"
35033	"new mexico,mora"
35035	"new mexico,otero"
35037	"new mexico,quay"
35039	"new mexico,rio arriba"
35041	"new mexico,roosevelt"
35043	"new mexico,sandoval"
35045	"new mexico,san juan"
35047	"new mexico,san miguel"
35049	"new mexico,santa fe"
35051	"new mexico,sierra"
35053	"new mexico,socorro"
35055	"new mexico,taos"
35057	"new mexico,torrance"
35059	"new mexico,union"
35061	"new mexico,valencia"
36001	"new york,albany"
36003	"new york,allegany"
36005	"new york,bronx"
36007	"new york,broome"
36009	"new york,cattaraugus"
36011	"new york,cayuga"
36013	"new york,chautauqua"
36015	"new york,chemung"
36017	"new york,chenango"
36019	"new york,clinton"
36021	"new york,columbia"
36023	"new york,cortland"
36025	"new york,delaware"
36027	"new york,dutchess"
36029	"new york,erie"
36031	"new york,essex"
36033	"new york,franklin"
36035	"new york,fulton"
36037	"new york,genesee"
36039	"new york,greene"
36041	"new york,hamilton"
36043	"new york,herkimer"
36045	"new york,jefferson"
36047	"new york,kings"
36049	"new york,lewis"
36051	"new york,livingston"
36053	"new york,madison"
36055	"new york,monroe"
36057	"new york,montgomery"
36059	"new york,nassau"
36061	"new york,new york"
36063	"new york,niagara"
36065	"new york,oneida"
36067	"new york,onondaga"
36069	"new york,ontario"
36071	"new york,orange"
36073	"new york,orleans"
36075	"new york,oswego"
36077	"new york,otsego"
36079	"new york,putnam"
36081	"new york,queens"
36083	"new york,rensselaer"
36085	"new york,richmond"
36087	"new york,rockland"
36089	"new york,st lawrence"
36091	"new york,saratoga"
36093	"new york,schenectady"
36095	"new york,schoharie"
36097	"new york,schuyler"
36099	"new york,seneca"
36101	"new york,steuben"
36103	"new york,suffolk"
36105	"new york,sullivan"
36107	"new york,tioga"
36109	"new york,tompkins"
36111	"new york,ulster"
36113	"new york,warren"
36115	"new york,washington"
36117	"new york,wayne"
36119	"new york,westchester"
36121	"new york,wyoming"
36123	"new york,yates"
37001	"north carolina,alamance"
37003	"north carolina,alexander"
37005	"north carolina,alleghany"
37007	"north carolina,anson"
37009	"north carolina,ashe"
37011	"north carolina,avery"
37013	"north carolina,beaufort"
37015	"north carolina,bertie"
37017	"north carolina,bladen"
37019	"north carolina,brunswick"
37021	"north carolina,buncombe"
37023	"north carolina,burke"
37025	"north carolina,cabarrus"
37027	"north carolina,caldwell"
37029	"north carolina,camden"
37031	"north carolina,carteret"
37033	"north carolina,caswell"
37035	"north carolina,catawba"
37037	"north carolina,chatham"
37039	"north carolina,cherokee"
37041	"north carolina,chowan"
37043	"north carolina,clay"
37045	"north carolina,cleveland"
37047	"north carolina,columbus"
37049	"north carolina,craven"
37051	"north carolina,cumberland"
37053	"north carolina,currituck:knotts"
37053	"north carolina,currituck:main"
37053	"north carolina,currituck:spit"
37055	"north carolina,dare"
37057	"north carolina,davidson"
37059	"north carolina,davie"
37061	"north carolina,duplin"
37063	"north carolina,durham"
37065	"north carolina,edgecombe"
37067	"north carolina,forsyth"
37069	"north carolina,franklin"
37071	"north carolina,gaston"
37073	"north carolina,gates"
37075	"north carolina,graham"
37077	"north carolina,granville"
37079	"north carolina,greene"
37081	"north carolina,guilford"
37083	"north carolina,halifax"
37085	"north carolina,harnett"
37087	"north carolina,haywood"
37089	"north carolina,henderson"
37091	"north carolina,hertford"
37093	"north carolina,hoke"
37095	"north carolina,hyde"
37097	"north carolina,iredell"
37099	"north carolina,jackson"
37101	"north carolina,johnston"
37103	"north carolina,jones"
37105	"north carolina,lee"
37107	"north carolina,lenoir"
37109	"north carolina,lincoln"
37111	"north carolina,mcdowell"
37113	"north carolina,macon"
37115	"north carolina,madison"
37117	"north carolina,martin"
37119	"north carolina,mecklenburg"
37121	"north carolina,mitchell"
37123	"north carolina,montgomery"
37125	"north carolina,moore"
37127	"north carolina,nash"
37129	"north carolina,new hanover"
37131	"north carolina,northampton"
37133	"north carolina,onslow"
37135	"north carolina,orange"
37137	"north carolina,pamlico"
37139	"north carolina,pasquotank"
37141	"north carolina,pender"
37143	"north carolina,perquimans"
37145	"north carolina,person"
37147	"north carolina,pitt"
37149	"north carolina,polk"
37151	"north carolina,randolph"
37153	"north carolina,richmond"
37155	"north carolina,robeson"
37157	"north carolina,rockingham"
37159	"north carolina,rowan"
37161	"north carolina,rutherford"
37163	"north carolina,sampson"
37165	"north carolina,scotland"
37167	"north carolina,stanly"
37169	"north carolina,stokes"
37171	"north carolina,surry"
37173	"north carolina,swain"
37175	"north carolina,transylvania"
37177	"north carolina,tyrrell"
37179	"north carolina,union"
37181	"north carolina,vance"
37183	"north carolina,wake"
37185	"north carolina,warren"
37187	"north carolina,washington"
37189	"north carolina,watauga"
37191	"north carolina,wayne"
37193	"north carolina,wilkes"
37195	"north carolina,wilson"
37197	"north carolina,yadkin"
37199	"north carolina,yancey"
38001	"north dakota,adams"
38003	"north dakota,barnes"
38005	"north dakota,benson"
38007	"north dakota,billings"
38009	"north dakota,bottineau"
38011	"north dakota,bowman"
38013	"north dakota,burke"
38015	"north dakota,burleigh"
38017	"north dakota,cass"
38019	"north dakota,cavalier"
38021	"north dakota,dickey"
38023	"north dakota,divide"
38025	"north dakota,dunn"
38027	"north dakota,eddy"
38029	"north dakota,emmons"
38031	"north dakota,foster"
38033	"north dakota,golden valley"
38035	"north dakota,grand forks"
38037	"north dakota,grant"
38039	"north dakota,griggs"
38041	"north dakota,hettinger"
38043	"north dakota,kidder"
38045	"north dakota,la moure"
38047	"north dakota,logan"
38049	"north dakota,mchenry"
38051	"north dakota,mcintosh"
38053	"north dakota,mckenzie"
38055	"north dakota,mclean"
38057	"north dakota,mercer"
38059	"north dakota,morton"
38061	"north dakota,mountrail"
38063	"north dakota,nelson"
38065	"north dakota,oliver"
38067	"north dakota,pembina"
38069	"north dakota,pierce"
38071	"north dakota,ramsey"
38073	"north dakota,ransom"
38075	"north dakota,renville"
38077	"north dakota,richland"
38079	"north dakota,rolette"
38081	"north dakota,sargent"
38083	"north dakota,sheridan"
38085	"north dakota,sioux"
38087	"north dakota,slope"
38089	"north dakota,stark"
38091	"north dakota,steele"
38093	"north dakota,stutsman"
38095	"north dakota,towner"
38097	"north dakota,traill"
38099	"north dakota,walsh"
38101	"north dakota,ward"
38103	"north dakota,wells"
38105	"north dakota,williams"
39001	"ohio,adams"
39003	"ohio,allen"
39005	"ohio,ashland"
39007	"ohio,ashtabula"
39009	"ohio,athens"
39011	"ohio,auglaize"
39013	"ohio,belmont"
39015	"ohio,brown"
39017	"ohio,butler"
39019	"ohio,carroll"
39021	"ohio,champaign"
39023	"ohio,clark"
39025	"ohio,clermont"
39027	"ohio,clinton"
39029	"ohio,columbiana"
39031	"ohio,coshocton"
39033	"ohio,crawford"
39035	"ohio,cuyahoga"
39037	"ohio,darke"
39039	"ohio,defiance"
39041	"ohio,delaware"
39043	"ohio,erie"
39045	"ohio,fairfield"
39047	"ohio,fayette"
39049	"ohio,franklin"
39051	"ohio,fulton"
39053	"ohio,gallia"
39055	"ohio,geauga"
39057	"ohio,greene"
39059	"ohio,guernsey"
39061	"ohio,hamilton"
39063	"ohio,hancock"
39065	"ohio,hardin"
39067	"ohio,harrison"
39069	"ohio,henry"
39071	"ohio,highland"
39073	"ohio,hocking"
39075	"ohio,holmes"
39077	"ohio,huron"
39079	"ohio,jackson"
39081	"ohio,jefferson"
39083	"ohio,knox"
39085	"ohio,lake"
39087	"ohio,lawrence"
39089	"ohio,licking"
39091	"ohio,logan"
39093	"ohio,lorain"
39095	"ohio,lucas"
39097	"ohio,madison"
39099	"ohio,mahoning"
39101	"ohio,marion"
39103	"ohio,medina"
39105	"ohio,meigs"
39107	"ohio,mercer"
39109	"ohio,miami"
39111	"ohio,monroe"
39113	"ohio,montgomery"
39115	"ohio,morgan"
39117	"ohio,morrow"
39119	"ohio,muskingum"
39121	"ohio,noble"
39123	"ohio,ottawa"
39125	"ohio,paulding"
39127	"ohio,perry"
39129	"ohio,pickaway"
39131	"ohio,pike"
39133	"ohio,portage"
39135	"ohio,preble"
39137	"ohio,putnam"
39139	"ohio,richland"
39141	"ohio,ross"
39143	"ohio,sandusky"
39145	"ohio,scioto"
39147	"ohio,seneca"
39149	"ohio,shelby"
39151	"ohio,stark"
39153	"ohio,summit"
39155	"ohio,trumbull"
39157	"ohio,tuscarawas"
39159	"ohio,union"
39161	"ohio,van wert"
39163	"ohio,vinton"
39165	"ohio,warren"
39167	"ohio,washington"
39169	"ohio,wayne"
39171	"ohio,williams"
39173	"ohio,wood"
39175	"ohio,wyandot"
40001	"oklahoma,adair"
40003	"oklahoma,alfalfa"
40005	"oklahoma,atoka"
